time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1355011200,13.53,13.02,13.42,28166.62,372655.91,13.39,direct,
1355097600,13.55,13.27,13.39,24664.9,331115.25,13.43,direct,
1355184000,13.67,13.3,13.43,28045.88,378671.69,13.56,direct,
1355270400,13.8,13.3,13.56,37679.23,512418.01,13.7,direct,
1355356800,13.8,13.47,13.7,24197.68,331480.86,13.7,direct,
1355443200,13.9,13,13.7,70143.98,951046.01,13.6,direct,
1355529600,13.64,13.44,13.6,15187.66,205671.39,13.49,direct,
1355616000,13.67,13.13,13.49,42760.55,570895.78,13.3,direct,
1355702400,13.49,12.75,13.3,63631.25,839092.63,13.25,direct,
1355788800,13.4,13.11,13.25,23220.51,307326.85,13.3,direct,
1355875200,13.6,13.2,13.3,38807.1,520163.02,13.6,direct,
1355961600,13.72,13.33,13.6,32980.36,446364.01,13.52,direct,
1356048000,13.6,13.42,13.52,25330.45,342557.95,13.5,direct,
1356134400,13.59,13.32,13.5,14783.4,198463.8,13.37,direct,
1356220800,13.47,13.01,13.37,23978.22,316965.89,13.31,direct,
1356307200,13.45,13.21,13.31,16692.15,223315.17,13.38,direct,
1356393600,13.43,13.14,13.38,13165.69,175265.29,13.35,direct,
1356480000,13.47,13.2,13.35,15840.13,211349.14,13.47,direct,
1356566400,13.47,13.25,13.47,19822.05,265311.8,13.42,direct,
1356652800,13.65,13.34,13.42,23813.01,320223.37,13.42,direct,
1356739200,13.67,13.27,13.42,26149.14,352722.29,13.4,direct,
1356825600,13.59,13.35,13.4,11764.2,158277.2,13.45,direct,
1356912000,13.56,13.37,13.45,15049.79,202798.91,13.51,direct,
1356998400,13.56,13.16,13.51,28406.21,378879.35,13.3,direct,
1357084800,13.4,13.16,13.3,17966.81,239156.18,13.28,direct,
1357171200,13.46,13.25,13.28,18032.25,240845.86,13.4,direct,
1357257600,13.52,13.27,13.4,29641.92,397884.35,13.5,direct,
1357344000,13.55,13.31,13.5,21329.93,286932.51,13.44,direct,
1357430400,13.52,13.36,13.44,12741.13,171497.01,13.45,direct,
1357516800,13.59,13.4,13.45,25477.72,344083.33,13.59,direct,
1357603200,13.88,13.5,13.59,42798.37,587223.86,13.74,direct,
1357689600,13.86,13.62,13.74,28606.38,393192.24,13.77,direct,
1357776000,14.32,13.77,13.77,51811.03,727790.48,14.14,direct,
1357862400,14.35,13.91,14.14,40434.54,570677.27,14.14,direct,
1357948800,14.34,13.98,14.14,26931.84,381546.96,14.24,direct,
1358035200,14.31,13.95,14.24,38330.15,540759.58,14.12,direct,
1358121600,14.35,14.11,14.12,22096.95,315016.66,14.3,direct,
1358208000,14.48,13.99,14.3,51573.23,732428.4,14.25,direct,
1358294400,14.73,14.21,14.25,45532.49,660929.7,14.73,direct,
1358380800,15.7,14.63,14.73,65489.44,993185.63,15.5,direct,
1358467200,15.99,15.41,15.5,56097.55,879655.99,15.7,direct,
1358553600,15.77,15.25,15.7,34588.82,534667.03,15.62,direct,
1358640000,15.89,15.51,15.62,25982.13,408455.8,15.7,direct,
1358726400,16.98,15.63,15.7,61502.1,1007686.44,16.8,direct,
1358812800,17.59,16.65,16.8,60975.24,1045898.98,17.26,direct,
1358899200,17.59,16.8,17.26,49439.37,851188.37,17.5,direct,
1358985600,19.19,15.61,17.5,172009.1,3053222.09,16.9,direct,
1359072000,17.8,15.39,16.9,80767.49,1345890.12,17.4,direct,
1359158400,17.88,16.54,17.4,34810.6,597064.17,17.88,direct,
1359244800,18,17.21,17.88,23766.82,419571.12,17.82,direct,
1359331200,18.88,17.75,17.82,57669.44,1057611.3,18.72,direct,
1359417600,19.8,18.7,18.72,86082.08,1650126.18,19.53,direct,
1359504000,19.8,19.15,19.53,45064.83,877863.5,19.7,direct,
1359590400,21.43,19.51,19.7,99226.7,2042238.64,20.41,direct,
1359676800,21.13,20.3,20.41,49917.48,1034619.16,20.5,direct,
1359763200,20.5,18,20.5,80501.65,1567325.27,19.63,direct,
1359849600,20.9,19.42,19.63,34244.3,693849.61,20.59,direct,
