Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1514766360,1/1/2018 0:26,BTCUSD,13591.7,13601.01,13591.7,13601.01,9.346434486
1514766420,1/1/2018 0:27,BTCUSD,13601.01,13601.01,13601,13601.01,4.56848046
1514766480,1/1/2018 0:28,BTCUSD,13601.01,13615.24,13600.05,13615.08,2.501545464
1514766540,1/1/2018 0:29,BTCUSD,13615.08,13615.24,13615.08,13615.23,0.369988906
1514766600,1/1/2018 0:30,BTCUSD,13615.23,13615.23,13615.03,13615.03,1.35431569
1514766660,1/1/2018 0:31,BTCUSD,13615.03,13615.63,13614.78,13615.63,5.687909293
1514766720,1/1/2018 0:32,BTCUSD,13615.63,13616.8,13615.63,13616.8,2.02058203
1514766780,1/1/2018 0:33,BTCUSD,13616.8,13616.8,13616.78,13616.78,1.55862516
1514766840,1/1/2018 0:34,BTCUSD,13616.78,13616.79,13616,13616,3.802056929
1514766900,1/1/2018 0:35,BTCUSD,13616,13616.77,13615.96,13616.77,0.430680888
1514766960,1/1/2018 0:36,BTCUSD,13616.77,13616.77,13615.02,13615.02,0.7096235
1514767020,1/1/2018 0:37,BTCUSD,13615.02,13615.02,13612.77,13612.77,1.77550731
1514767080,1/1/2018 0:38,BTCUSD,13612.77,13614.66,13612.77,13612.77,1.93527928
1514767140,1/1/2018 0:39,BTCUSD,13612.77,13615.03,13612.77,13615.03,0.960461136
1514767200,1/1/2018 0:40,BTCUSD,13615.03,13615.03,13612.77,13612.77,0.26331747
1514767260,1/1/2018 0:41,BTCUSD,13612.77,13615.03,13612.77,13615.02,0.67514066
1514767320,1/1/2018 0:42,BTCUSD,13615.02,13615.02,13612.77,13615.02,0.20083691
1514767380,1/1/2018 0:43,BTCUSD,13615.02,13615.02,13612.77,13612.77,0.06697695
1514767440,1/1/2018 0:44,BTCUSD,13612.77,13612.77,13612.77,13612.77,0.14899347
1514767500,1/1/2018 0:45,BTCUSD,13612.77,13612.77,13612.77,13612.77,1.08634428
1514767560,1/1/2018 0:46,BTCUSD,13612.77,13614.82,13612.77,13614.82,0.00287273
1514767620,1/1/2018 0:47,BTCUSD,13614.82,13623.93,13614.82,13623.93,0.54102828
1514767680,1/1/2018 0:48,BTCUSD,13623.93,13649.99,13623.93,13649.99,0.861975
1514767740,1/1/2018 0:49,BTCUSD,13649.99,13650.46,13649.99,13650.46,16.82837065
1514767800,1/1/2018 0:50,BTCUSD,13650.46,13650.46,13614.82,13614.82,2.31579099
1514767860,1/1/2018 0:51,BTCUSD,13614.82,13650.42,13614.82,13615,0.2416101
1514767920,1/1/2018 0:52,BTCUSD,13615,13664.7,13615,13664.62,1.366181039
1514767980,1/1/2018 0:53,BTCUSD,13664.62,13664.62,13649.78,13649.79,0.44022562
1514768040,1/1/2018 0:54,BTCUSD,13649.79,13649.79,13587.51,13621.31,2.2
1514768100,1/1/2018 0:55,BTCUSD,13621.31,13621.31,13572.01,13572.01,0.04402666
1514768160,1/1/2018 0:56,BTCUSD,13572.01,13572.01,13535.13,13536.51,2.07126163
1514768220,1/1/2018 0:57,BTCUSD,13536.51,13558.94,13498.05,13498.05,14.12576709
1514768280,1/1/2018 0:58,BTCUSD,13498.05,13556.12,13498.05,13556.12,3.73592271
1514768340,1/1/2018 0:59,BTCUSD,13556.12,13583.9,13555.08,13557.88,2.667711577
1514768400,1/1/2018 1:00,BTCUSD,13557.88,13585.66,13557.88,13585.66,5.175629219
1514768460,1/1/2018 1:01,BTCUSD,13585.66,13585.66,13566.02,13566.04,0.15533337
1514768520,1/1/2018 1:02,BTCUSD,13566.04,13585.66,13566.04,13585.66,0.27206179
1514768580,1/1/2018 1:03,BTCUSD,13585.66,13585.66,13550.7,13585.64,10.06779057
1514768640,1/1/2018 1:04,BTCUSD,13585.64,13585.65,13585.6,13585.63,0.00509821
1514768700,1/1/2018 1:05,BTCUSD,13585.63,13585.63,13576.65,13576.65,0.34092447
1514768760,1/1/2018 1:06,BTCUSD,13576.65,13585.6,13576.65,13583.76,0.14285419
1514768820,1/1/2018 1:07,BTCUSD,13583.76,13583.76,13525.4,13529.78,2.57235423
1514768880,1/1/2018 1:08,BTCUSD,13529.78,13529.78,13502.07,13529.75,0.718204028
1514768940,1/1/2018 1:09,BTCUSD,13529.75,13529.76,13502.12,13502.12,1.51486172
1514769000,1/1/2018 1:10,BTCUSD,13502.12,13516.18,13500,13500,0.851165769
1514769060,1/1/2018 1:11,BTCUSD,13500,13531.8,13500,13531.8,0.12152785
1514769120,1/1/2018 1:12,BTCUSD,13531.8,13531.8,13530.21,13530.21,1.47567903
1514769180,1/1/2018 1:13,BTCUSD,13530.21,13530.21,13529.76,13529.94,1.83997226
1514769240,1/1/2018 1:14,BTCUSD,13529.94,13530.21,13525.21,13530.21,0.19821866
1514769300,1/1/2018 1:15,BTCUSD,13530.21,13530.21,13530.03,13530.06,0.16060347
1514769360,1/1/2018 1:16,BTCUSD,13530.06,13530.21,13528.97,13530.21,4.03866042
1514769420,1/1/2018 1:17,BTCUSD,13530.21,13530.21,13530.21,13530.21,12.66343781
1514769480,1/1/2018 1:18,BTCUSD,13530.21,13581.42,13530.21,13581.42,2.707579097
1514769540,1/1/2018 1:19,BTCUSD,13581.42,13585.46,13581.42,13583.85,0.02896003
1514769600,1/1/2018 1:20,BTCUSD,13583.85,13585.66,13559.41,13585.66,7.529280261
1514769660,1/1/2018 1:21,BTCUSD,13585.66,13585.66,13578.01,13585.65,1.8
1514769720,1/1/2018 1:22,BTCUSD,13585.65,13585.65,13585.65,13585.65,0.45975036
1514769780,1/1/2018 1:23,BTCUSD,13585.65,13585.65,13553.24,13585.64,0.67002875
1514769840,1/1/2018 1:24,BTCUSD,13585.64,13585.64,13554.03,13554.03,0.214516
1514769900,1/1/2018 1:25,BTCUSD,13554.03,13585.66,13554.03,13560.03,8.72423451
1514769960,1/1/2018 1:26,BTCUSD,13560.03,13585,13560.03,13585,0.00290172
1514770020,1/1/2018 1:27,BTCUSD,13585,13585.65,13562.02,13562.02,0.338071821
1514770080,1/1/2018 1:28,BTCUSD,13562.02,13562.02,13560.3,13560.9,1.036843891
1514770140,1/1/2018 1:29,BTCUSD,13560.9,13585.66,13560,13583.14,0.15369233
1514770200,1/1/2018 1:30,BTCUSD,13583.14,13583.14,13550,13550,0.19010793
1514770260,1/1/2018 1:31,BTCUSD,13550,13585.66,13550,13552.16,10.17457153
1514770320,1/1/2018 1:32,BTCUSD,13552.16,13562.06,13538.15,13538.15,0.963925
1514770380,1/1/2018 1:33,BTCUSD,13538.15,13538.15,13503.73,13503.73,6.90378147
1514770440,1/1/2018 1:34,BTCUSD,13503.73,13503.73,13477.17,13477.18,10.73067862
1514770500,1/1/2018 1:35,BTCUSD,13477.18,13477.18,13455.83,13455.83,7.52753657
1514770560,1/1/2018 1:36,BTCUSD,13455.83,13457,13448.38,13457,2.614975682
1514770620,1/1/2018 1:37,BTCUSD,13457,13457,13456.99,13457,5.50646233
1514770680,1/1/2018 1:38,BTCUSD,13457,13457.31,13457,13457.31,5.68267905
1514770740,1/1/2018 1:39,BTCUSD,13457.31,13463.97,13457.29,13463.96,10.97511697
1514770800,1/1/2018 1:40,BTCUSD,13463.96,13463.97,13463.96,13463.97,0.21602133
1514770860,1/1/2018 1:41,BTCUSD,13463.97,13463.97,13393.5,13393.5,11.48217927
1514770920,1/1/2018 1:42,BTCUSD,13393.5,13393.5,13363.19,13363.19,3.653032448
1514770980,1/1/2018 1:43,BTCUSD,13363.19,13441.1,13361.3,13441.1,0.02984873
1514771040,1/1/2018 1:44,BTCUSD,13441.1,13441.19,13385.71,13387.21,0.208787129
1514771100,1/1/2018 1:45,BTCUSD,13387.21,13395.93,13387.21,13395.61,0.55329259
1514771160,1/1/2018 1:46,BTCUSD,13395.61,13395.61,13355,13382.68,0.20816909
1514771220,1/1/2018 1:47,BTCUSD,13382.68,13382.68,13369.93,13369.93,0.03951162
1514771280,1/1/2018 1:48,BTCUSD,13369.93,13370,13356.55,13356.79,0.93171403
1514771340,1/1/2018 1:49,BTCUSD,13356.79,13356.82,13356.79,13356.82,0.01624476
1514771400,1/1/2018 1:50,BTCUSD,13356.82,13370.69,13356.81,13370.67,1.88743158
1514771460,1/1/2018 1:51,BTCUSD,13370.67,13380.26,13370.67,13375.66,0.74206804
1514771520,1/1/2018 1:52,BTCUSD,13375.66,13380.25,13370.67,13370.69,0.696834083
1514771580,1/1/2018 1:53,BTCUSD,13370.69,13370.69,13311,13350,1.59622882
1514771640,1/1/2018 1:54,BTCUSD,13350,13350,13329.96,13329.96,0.31606902
1514771700,1/1/2018 1:55,BTCUSD,13329.96,13329.96,13300,13300,30.29419236
1514771760,1/1/2018 1:56,BTCUSD,13300,13300,13250.5,13254.96,5.81460147
1514771820,1/1/2018 1:57,BTCUSD,13254.96,13254.96,13250.51,13250.51,0.26621722
1514771880,1/1/2018 1:58,BTCUSD,13250.51,13260.54,13250.51,13252.21,0.56949865
1514771940,1/1/2018 1:59,BTCUSD,13252.21,13295.18,13252.21,13262.85,5.15976295
1514772000,1/1/2018 2:00,BTCUSD,13262.85,13300,13262.85,13300,0.23570109
1514772060,1/1/2018 2:01,BTCUSD,13300,13300,13295.19,13300,0.39698405
1514772120,1/1/2018 2:02,BTCUSD,13300,13311,13299.99,13310.25,6.589589549
1514772180,1/1/2018 2:03,BTCUSD,13310.25,13350,13310.25,13349.87,0.538463841
1514772240,1/1/2018 2:04,BTCUSD,13349.87,13350,13348.89,13350,0.11998228
1514772300,1/1/2018 2:05,BTCUSD,13350,13380.26,13350,13380.26,0.03741
1514772360,1/1/2018 2:06,BTCUSD,13380.26,13389,13368.95,13379.69,2.342769804
1514772420,1/1/2018 2:07,BTCUSD,13379.69,13379.69,13298.2,13298.2,0.895291263
1514772480,1/1/2018 2:08,BTCUSD,13298.2,13328.65,13298.2,13328.65,0.02125316
1514772540,1/1/2018 2:09,BTCUSD,13328.65,13337.34,13328.65,13337.34,0.01828128
1514772600,1/1/2018 2:10,BTCUSD,13337.34,13337.35,13337.34,13337.35,0.00116199
1514772660,1/1/2018 2:11,BTCUSD,13337.35,13390.89,13337.35,13390.52,0.017449347
1514772720,1/1/2018 2:12,BTCUSD,13390.52,13390.52,13389.53,13389.73,1.27453688
1514772780,1/1/2018 2:13,BTCUSD,13389.73,13389.96,13389.73,13389.96,0.02
1514772840,1/1/2018 2:14,BTCUSD,13389.96,13400,13389.96,13399.92,0.05354736
1514772900,1/1/2018 2:15,BTCUSD,13399.92,13399.93,13393.14,13393.15,7.56493486
1514772960,1/1/2018 2:16,BTCUSD,13393.15,13393.15,13386.42,13386.42,0.083944
1514773020,1/1/2018 2:17,BTCUSD,13386.42,13386.43,13386.42,13386.43,0.00225726
1514773080,1/1/2018 2:18,BTCUSD,13386.43,13386.43,13337.35,13337.35,0.18044822
1514773140,1/1/2018 2:19,BTCUSD,13337.35,13337.36,13295.19,13299.92,0.10371222
1514773200,1/1/2018 2:20,BTCUSD,13299.92,13299.92,13254.1,13286.93,3.138543563
1514773260,1/1/2018 2:21,BTCUSD,13286.93,13286.93,13286.77,13286.77,0.47520391
1514773320,1/1/2018 2:22,BTCUSD,13286.77,13307.65,13286.75,13307.65,7.99230365
1514773380,1/1/2018 2:23,BTCUSD,13307.65,13366.49,13307.65,13366.49,0.708667682
1514773440,1/1/2018 2:24,BTCUSD,13366.49,13366.49,13334.21,13366.44,1.53268804
1514773500,1/1/2018 2:25,BTCUSD,13366.44,13366.44,13344.25,13358.42,2.67825097
1514773560,1/1/2018 2:26,BTCUSD,13358.42,13358.43,13343.1,13343.1,1.02665079
1514773620,1/1/2018 2:27,BTCUSD,13343.1,13343.1,13343.1,13343.1,0.0014989
1514773680,1/1/2018 2:28,BTCUSD,13343.1,13366.5,13331,13331,0.37900382
1514773740,1/1/2018 2:29,BTCUSD,13331,13331.01,13285.96,13285.96,1.94392014
1514773800,1/1/2018 2:30,BTCUSD,13285.96,13285.96,13186.02,13250,14.00901808
1514773860,1/1/2018 2:31,BTCUSD,13250,13318.8,13248.53,13318.8,2.427749564
1514773920,1/1/2018 2:32,BTCUSD,13318.8,13318.8,13263.14,13263.31,5.91428591
1514773980,1/1/2018 2:33,BTCUSD,13263.31,13290.49,13263.31,13290.49,0.66229264
1514774040,1/1/2018 2:34,BTCUSD,13290.49,13338.86,13290.49,13338.86,0.03822675
1514774100,1/1/2018 2:35,BTCUSD,13338.86,13338.86,13298.3,13319.7,0.213062
1514774160,1/1/2018 2:36,BTCUSD,13319.7,13319.7,13298.99,13298.99,0.54471643
1514774220,1/1/2018 2:37,BTCUSD,13298.99,13298.99,13285.19,13285.19,0.7950166
1514774280,1/1/2018 2:38,BTCUSD,13285.19,13285.19,13280.9,13280.9,0.05685188
1514774340,1/1/2018 2:39,BTCUSD,13280.9,13280.9,13240.01,13242.99,0.34367663
1514774400,1/1/2018 2:40,BTCUSD,13242.99,13242.99,13236.03,13236.05,0.38585882
1514774460,1/1/2018 2:41,BTCUSD,13236.05,13236.05,13214.5,13214.5,3.953795218
1514774520,1/1/2018 2:42,BTCUSD,13214.5,13236.04,13214.5,13236.04,0.05981712
1514774580,1/1/2018 2:43,BTCUSD,13236.04,13236.04,13221.56,13236.03,5.16655798
1514774640,1/1/2018 2:44,BTCUSD,13236.03,13236.04,13236.02,13236.04,50.91800481
1514774700,1/1/2018 2:45,BTCUSD,13236.04,13300,13236.04,13299.99,5.1034662
1514774760,1/1/2018 2:46,BTCUSD,13299.99,13345.37,13299.99,13345.37,0.421015993
1514774820,1/1/2018 2:47,BTCUSD,13345.37,13345.37,13342.45,13342.45,3.75093727
1514774880,1/1/2018 2:48,BTCUSD,13342.45,13350,13342.45,13350,0.164770307
1514774940,1/1/2018 2:49,BTCUSD,13350,13350,13349.99,13350,0.0722606
1514775000,1/1/2018 2:50,BTCUSD,13350,13358.63,13350,13358.63,0.157202654
1514775060,1/1/2018 2:51,BTCUSD,13358.63,13366.38,13358.63,13366.38,0.531136094
1514775120,1/1/2018 2:52,BTCUSD,13366.38,13366.38,13366.37,13366.37,0.35040702
1514775180,1/1/2018 2:53,BTCUSD,13366.37,13366.38,13332.11,13332.75,17.41612421
1514775240,1/1/2018 2:54,BTCUSD,13332.75,13332.75,13326.92,13326.92,0.01321028
1514775300,1/1/2018 2:55,BTCUSD,13326.92,13326.94,13299.99,13300,0.566829674
1514775360,1/1/2018 2:56,BTCUSD,13300,13300,13268.52,13281.86,7.63271285
1514775420,1/1/2018 2:57,BTCUSD,13281.86,13281.86,13244.01,13268.2,1.779873138
1514775480,1/1/2018 2:58,BTCUSD,13268.2,13320,13268.2,13320,3.891501595
1514775540,1/1/2018 2:59,BTCUSD,13320,13320,13320,13320,1.74158169
1514775600,1/1/2018 3:00,BTCUSD,13320,13358.63,13319.99,13358.63,1.220728064
1514775660,1/1/2018 3:01,BTCUSD,13358.63,13358.63,13353.87,13353.88,0.03726382
1514775720,1/1/2018 3:02,BTCUSD,13353.88,13358.6,13353.88,13353.89,0.04893677
1514775780,1/1/2018 3:03,BTCUSD,13353.89,13353.89,13347.94,13347.94,2.827021443
1514775840,1/1/2018 3:04,BTCUSD,13347.94,13347.94,13308.56,13308.57,2.91323099
1514775900,1/1/2018 3:05,BTCUSD,13308.57,13310,13308.57,13310,0.01
1514775960,1/1/2018 3:06,BTCUSD,13310,13310,13308.54,13309,0.21268524
1514776020,1/1/2018 3:07,BTCUSD,13309,13331.85,13309,13331.85,0.0190755
1514776080,1/1/2018 3:08,BTCUSD,13331.85,13331.87,13315,13331.87,0.01356378
1514776140,1/1/2018 3:09,BTCUSD,13331.87,13331.87,13313.8,13331.85,0.01408344
1514776200,1/1/2018 3:10,BTCUSD,13331.85,13379.99,13331.85,13367,2.859252701
1514776260,1/1/2018 3:11,BTCUSD,13367,13367,13349.21,13364.99,0.18244464
1514776320,1/1/2018 3:12,BTCUSD,13364.99,13379.99,13364.99,13379.99,0.01226651
1514776380,1/1/2018 3:13,BTCUSD,13379.99,13400,13379.99,13400,0.101585488
1514776440,1/1/2018 3:14,BTCUSD,13400,13400,13399.99,13400,11.96574866
1514776500,1/1/2018 3:15,BTCUSD,13400,13450,13400,13449.98,0.746613879
1514776560,1/1/2018 3:16,BTCUSD,13449.98,13455,13425.99,13428.38,0.763862898
1514776620,1/1/2018 3:17,BTCUSD,13428.38,13453.24,13400.2,13453.24,0.12967576
1514776680,1/1/2018 3:18,BTCUSD,13453.24,13453.24,13447.99,13447.99,0.40037631
1514776740,1/1/2018 3:19,BTCUSD,13447.99,13448.99,13446.93,13446.93,0.10466636
1514776800,1/1/2018 3:20,BTCUSD,13446.93,13463.96,13446.93,13463.96,0.466585062
1514776860,1/1/2018 3:21,BTCUSD,13463.96,13463.97,13463,13463.97,0.698656633
1514776920,1/1/2018 3:22,BTCUSD,13463.97,13463.97,13463.97,13463.97,0
1514776980,1/1/2018 3:23,BTCUSD,13463.97,13463.97,13463.97,13463.97,1.19027831
1514777040,1/1/2018 3:24,BTCUSD,13463.97,13463.97,13463.97,13463.97,0.14713614
1514777100,1/1/2018 3:25,BTCUSD,13463.97,13478.41,13463.97,13478.41,14.00645087
1514777160,1/1/2018 3:26,BTCUSD,13478.41,13496.51,13478.41,13496.51,4.90770283
1514777220,1/1/2018 3:27,BTCUSD,13496.51,13499.7,13496.51,13499.69,2.722754051
1514777280,1/1/2018 3:28,BTCUSD,13499.69,13499.7,13499.69,13499.69,0.596712953
1514777340,1/1/2018 3:29,BTCUSD,13499.69,13499.7,13499.69,13499.7,0.11007
1514777400,1/1/2018 3:30,BTCUSD,13499.7,13500,13499.7,13500,1.696570166
1514777460,1/1/2018 3:31,BTCUSD,13500,13500,13500,13500,0.92135213
1514777520,1/1/2018 3:32,BTCUSD,13500,13500.4,13500,13500.4,1.314885951
1514777580,1/1/2018 3:33,BTCUSD,13500.4,13514.79,13500.4,13514.79,6.40275999
1514777640,1/1/2018 3:34,BTCUSD,13514.79,13514.79,13512.39,13512.39,0.291920515
1514777700,1/1/2018 3:35,BTCUSD,13512.39,13515.44,13512.39,13515.44,1.262283499
1514777760,1/1/2018 3:36,BTCUSD,13515.44,13515.44,13515.44,13515.44,0.00152786
1514777820,1/1/2018 3:37,BTCUSD,13515.44,13515.44,13515.43,13515.43,0.23418954
1514777880,1/1/2018 3:38,BTCUSD,13515.43,13515.43,13400.4,13451,3.35180056
1514777940,1/1/2018 3:39,BTCUSD,13451,13459.8,13400.6,13400.6,1.39492087
1514778000,1/1/2018 3:40,BTCUSD,13400.6,13451,13400.6,13449.86,0.04915123
1514778060,1/1/2018 3:41,BTCUSD,13449.86,13449.86,13449.85,13449.85,0.3491703
1514778120,1/1/2018 3:42,BTCUSD,13449.85,13449.85,13449.84,13449.85,3.19870273
1514778180,1/1/2018 3:43,BTCUSD,13449.85,13449.85,13449.84,13449.84,0.793014
1514778240,1/1/2018 3:44,BTCUSD,13449.84,13449.84,13449.84,13449.84,0.28016531
1514778300,1/1/2018 3:45,BTCUSD,13449.84,13449.85,13449.83,13449.83,3.93972344
1514778360,1/1/2018 3:46,BTCUSD,13449.83,13449.84,13449.83,13449.84,0.00395552
1514778420,1/1/2018 3:47,BTCUSD,13449.84,13449.84,13449.82,13449.83,0.07385247
1514778480,1/1/2018 3:48,BTCUSD,13449.83,13449.83,13449.82,13449.82,0.06021635
1514778540,1/1/2018 3:49,BTCUSD,13449.82,13449.82,13449.69,13449.69,1.92472151
1514778600,1/1/2018 3:50,BTCUSD,13449.69,13449.8,13428.88,13428.88,0.05062158
1514778660,1/1/2018 3:51,BTCUSD,13428.88,13428.88,13400,13400,2.44260771
1514778720,1/1/2018 3:52,BTCUSD,13400,13402.34,13400,13402.34,0.63071067
1514778780,1/1/2018 3:53,BTCUSD,13402.34,13402.34,13402.23,13402.23,0.1485
1514778840,1/1/2018 3:54,BTCUSD,13402.23,13402.23,13400,13400,0.148663208
1514778900,1/1/2018 3:55,BTCUSD,13400,13400,13395.63,13395.63,0.00089781
1514778960,1/1/2018 3:56,BTCUSD,13395.63,13395.63,13370,13370,0.0031
1514779020,1/1/2018 3:57,BTCUSD,13370,13377.99,13370,13373.92,0.01151984
1514779080,1/1/2018 3:58,BTCUSD,13373.92,13373.92,13372,13372,0.00767902
1514779140,1/1/2018 3:59,BTCUSD,13372,13372,13372,13372,0.03671373
1514779200,1/1/2018 4:00,BTCUSD,13372,13372,13371.99,13372,0.41644801
1514779260,1/1/2018 4:01,BTCUSD,13372,13372,13371.99,13372,0.66599281
1514779320,1/1/2018 4:02,BTCUSD,13372,13395.63,13372,13395.63,0.5
1514779380,1/1/2018 4:03,BTCUSD,13395.63,13395.63,13395.63,13395.63,0.61190216
1514779440,1/1/2018 4:04,BTCUSD,13395.63,13395.63,13391.49,13391.49,0.73207403
1514779500,1/1/2018 4:05,BTCUSD,13391.49,13420.25,13391.48,13420.25,10.20390562
1514779560,1/1/2018 4:06,BTCUSD,13420.25,13420.25,13389.96,13389.96,1.82471603
1514779620,1/1/2018 4:07,BTCUSD,13389.96,13389.96,13389.96,13389.96,0
1514779680,1/1/2018 4:08,BTCUSD,13389.96,13394.71,13328.2,13334.4,2.78306792
1514779740,1/1/2018 4:09,BTCUSD,13334.4,13363.94,13325.21,13363.17,2.35536805
1514779800,1/1/2018 4:10,BTCUSD,13363.17,13363.17,13329,13349.77,1.47735227
1514779860,1/1/2018 4:11,BTCUSD,13349.77,13349.77,13290.2,13291.95,6.46688344
1514779920,1/1/2018 4:12,BTCUSD,13291.95,13321.57,13279.5,13306.92,6.37042484
1514779980,1/1/2018 4:13,BTCUSD,13306.92,13306.92,13303.8,13304.02,1.1135899
1514780040,1/1/2018 4:14,BTCUSD,13304.02,13335.4,13304.02,13335.4,0.04034438
1514780100,1/1/2018 4:15,BTCUSD,13335.4,13335.4,13334.15,13334.15,0.598497085
1514780160,1/1/2018 4:16,BTCUSD,13334.15,13334.15,13306.9,13319.37,0.923747
1514780220,1/1/2018 4:17,BTCUSD,13319.37,13348.71,13319.37,13348.71,3.1945599
1514780280,1/1/2018 4:18,BTCUSD,13348.71,13348.71,13347.98,13347.98,3.00E-05
1514780340,1/1/2018 4:19,BTCUSD,13347.98,13347.98,13345.66,13345.66,2.01208088
1514780400,1/1/2018 4:20,BTCUSD,13345.66,13345.66,13319.38,13319.38,1.939218
1514780460,1/1/2018 4:21,BTCUSD,13319.38,13360.21,13319.38,13360.21,3.40707074
1514780520,1/1/2018 4:22,BTCUSD,13360.21,13363.15,13353.62,13363.15,0.820730625
1514780580,1/1/2018 4:23,BTCUSD,13363.15,13363.16,13363.05,13363.16,5.86837962
1514780640,1/1/2018 4:24,BTCUSD,13363.16,13365,13363.16,13365,1.19097263
1514780700,1/1/2018 4:25,BTCUSD,13365,13408.75,13365,13408.75,5.927668209
1514780760,1/1/2018 4:26,BTCUSD,13408.75,13425.43,13408.75,13425.2,0.36071646
1514780820,1/1/2018 4:27,BTCUSD,13425.2,13425.44,13398.1,13398.1,2.1125619
1514780880,1/1/2018 4:28,BTCUSD,13398.1,13425.44,13398.1,13413.6,5.15037321
1514780940,1/1/2018 4:29,BTCUSD,13413.6,13425.44,13412.2,13425.44,2.38665427
1514781000,1/1/2018 4:30,BTCUSD,13425.44,13425.44,13412,13425.43,2.604774093
1514781060,1/1/2018 4:31,BTCUSD,13425.43,13444.29,13425,13444.2,6.562180383
1514781120,1/1/2018 4:32,BTCUSD,13444.2,13449.82,13442.7,13449.72,0.7447681
1514781180,1/1/2018 4:33,BTCUSD,13449.72,13449.82,13449.45,13449.51,1.056142687
1514781240,1/1/2018 4:34,BTCUSD,13449.51,13449.51,13448.71,13448.74,0.19590654
1514781300,1/1/2018 4:35,BTCUSD,13448.74,13448.74,13440.8,13444.21,2.03178276
1514781360,1/1/2018 4:36,BTCUSD,13444.21,13448.75,13444.21,13448.75,0.87512772
1514781420,1/1/2018 4:37,BTCUSD,13448.75,13449.81,13448.75,13449.81,3.00E-05
1514781480,1/1/2018 4:38,BTCUSD,13449.81,13449.81,13449.81,13449.81,1.57196117
1514781540,1/1/2018 4:39,BTCUSD,13449.81,13449.81,13444.16,13444.16,0.22230684
1514781600,1/1/2018 4:40,BTCUSD,13444.16,13444.21,13444.16,13444.21,0.01249316
1514781660,1/1/2018 4:41,BTCUSD,13444.21,13458.73,13444.21,13458.73,18.00970641
1514781720,1/1/2018 4:42,BTCUSD,13458.73,13499.83,13458.73,13483.06,6.957044299
1514781780,1/1/2018 4:43,BTCUSD,13483.06,13483.06,13477.37,13483.06,0.86159727
1514781840,1/1/2018 4:44,BTCUSD,13483.06,13483.06,13483.05,13483.06,0.58353233
1514781900,1/1/2018 4:45,BTCUSD,13483.06,13483.07,13483.05,13483.07,1.15097523
1514781960,1/1/2018 4:46,BTCUSD,13483.07,13483.07,13483.05,13483.05,0.105083577
1514782020,1/1/2018 4:47,BTCUSD,13483.05,13483.06,13483.05,13483.06,1.784397085
1514782080,1/1/2018 4:48,BTCUSD,13483.06,13483.06,13483.06,13483.06,0.5
1514782140,1/1/2018 4:49,BTCUSD,13483.06,13483.06,13483.05,13483.05,0.017825587
1514782200,1/1/2018 4:50,BTCUSD,13483.05,13483.06,13483.05,13483.06,0.50007
